"자치구별(1)",자치구별(2),2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"합계",도봉구,1,40,1456,-,1456,85,45,6,3,511,303,497,494,28,16,45,1,39,1416,-,1416,84,42,6,3,502,309,464,475,28,16,47,1,39,1428,-,1428,87,45,6,3,447,269,455,462,28,16,43,1,39,1394,-,1394,86,45,6,3,494,320,472,472,28,16,46,1,39,1302,-,1302,86,49,6,3,467,298,380,380,28,16,69,1,38,1257,-,1257,86,35,51,6,3,3,451,-,451,294,400,400,-,400,28,16,69,1,37,1134,-,1134,83,33,50,6,3,3,472,-,472,237,360,360,-,360,28,16,69,1,36,1001,-,1001,83,33,50,6,3,3,383,-,383,253,276,261,-,261,28,16,69,1,36,875,-,875,79,28,51,6,3,3,387,-,387,238,276,265,-,265,28,16,69,1,35,761,-,761,79,25,54,6,3,3,349,-,349,242,242,-,242,28,16,69,1,34,725,-,725,74,25,49,6,3,3,256,-,256,225,225,-,225,28,16,69,1,33,697,-,697,75,24,51,6,4,2,261,-,261,243,243,-,243,28,16,67,1,33,681,-,681,75,26,49,6,4,2,239,-,239,264,249,-,249,28,16,67
"합계",노원구,12,498,18361,9063,9298,1039,447,67,9,6117,3351,6221,6321,309,159,525,12,496,18263,9067,9196,1047,463,69,9,5875,3351,6004,5988,323,165,499,12,493,17849,8958,8891,1053,486,67,15,6053,3615,5811,5845,299,165,519,12,486,17160,8558,8602,1058,494,67,14,6091,3936,5580,5577,297,165,516,12,480,16588,8239,8349,1052,485,69,16,5799,3656,5391,5365,279,171,688,12,474,16221,8075,8146,1025,550,475,68,53,15,5678,2870,2808,3536,5500,5444,2764,2680,209,170,686,12,459,14976,7442,7534,999,533,466,67,52,15,5463,2708,2755,3376,4380,4355,2126,2229,209,169,663,12,447,13383,6620,6763,969,507,462,68,52,16,5218,2552,2666,3352,3770,3730,1786,1944,209,169,654,12,436,11761,5707,6054,950,490,460,68,51,17,5281,2703,2578,3342,3861,3807,1843,1964,209,170,653,12,431,11023,5319,5704,936,471,465,69,50,19,4255,2068,2187,3672,3649,1746,1903,216,170,640,12,426,10555,5086,5469,923,463,460,66,46,20,3626,1755,1871,3266,3205,1534,1671,224,171,635,12,421,9904,4807,5097,898,435,463,66,46,20,3688,1791,1897,3216,3176,1567,1609,224,171,638,12,415,9735,4691,5044,907,428,479,76,55,21,3566,1707,1859,3652,3548,1650,1898,224,174,642
"합계",은평구,6,275,9587,4315,5272,569,284,36,12,3526,2256,3128,3112,165,89,285,6,270,9504,4201,5303,551,272,35,13,3206,1860,3167,3164,165,89,279,6,263,9033,3972,5061,545,278,36,14,3213,2010,2915,2916,165,89,270,6,255,8664,3746,4918,537,279,36,14,3012,1931,2726,2722,165,92,282,6,248,8158,3584,4574,518,273,36,15,3038,2064,2619,2600,165,86,330,6,245,7950,3473,4477,514,241,273,36,21,15,2825,1209,1616,1863,2679,2679,1128,1551,165,89,349,6,237,7403,3229,4174,500,233,267,36,22,14,2658,1172,1486,1745,2184,2187,959,1228,165,89,337,6,231,6766,2942,3824,489,220,269,36,22,14,2547,1128,1419,1704,1970,1971,859,1112,165,89,333,7,254,7055,3644,3411,548,263,285,38,21,17,2941,1444,1497,1912,2362,2363,1221,1142,177,100,364,7,257,6780,3487,3293,546,252,294,41,22,19,2451,1276,1175,2327,2275,1182,1093,177,108,374,7,260,6577,3473,3104,553,248,305,41,22,19,2164,1089,1075,2082,2037,1114,923,177,107,376,7,264,6409,3461,2948,562,249,313,40,25,15,2279,1190,1089,2184,2164,1181,983,177,107,379,7,262,6450,3524,2926,561,251,310,45,29,16,2216,1153,1063,2344,2309,1226,1083,177,107,383
"합계",서대문구,4,153,5182,3179,2003,314,89,26,5,1981,1049,1713,1695,72,55,161,4,153,5095,3064,2031,320,92,26,5,1783,1005,1756,1754,72,56,160,4,151,4986,2945,2041,314,87,26,5,1684,1004,1730,1598,69,57,161,4,146,4737,2725,2012,305,84,26,5,1631,1011,1435,1427,69,59,147,4,140,4309,2444,1865,294,88,26,6,1736,1072,1355,1347,69,58,216,4,136,4143,2335,1808,297,200,97,26,21,5,1567,890,677,898,1457,1448,813,635,69,61,225,4,131,3910,2145,1765,286,193,93,26,21,5,1382,793,589,867,1209,1181,628,553,69,61,221,4,127,3593,1992,1601,269,184,85,24,20,4,1300,712,588,816,1018,997,557,440,69,61,214,4,121,3225,1794,1431,267,181,86,24,20,4,1384,776,608,804,1074,1027,578,449,69,61,212,4,119,2981,1666,1315,257,163,94,22,19,3,1177,636,541,976,958,529,429,69,61,211,4,117,2827,1558,1269,258,152,106,22,19,3,998,556,442,879,857,458,399,69,61,199,4,117,2694,1407,1287,253,138,115,22,19,3,1015,573,442,926,900,437,463,69,61,199,4,117,2678,1314,1364,253,132,121,26,21,5,948,522,426,994,962,449,513,69,61,191
"합계",마포구,3,81,2926,1910,1016,174,68,18,3,1081,615,967,965,54,25,90,3,81,2929,1864,1065,175,73,18,3,981,577,1012,995,54,28,86,3,81,2920,1860,1060,182,79,18,3,973,562,965,962,59,27,68,3,81,2825,1766,1059,183,85,17,3,957,587,866,868,59,27,88,3,81,2711,1695,1016,187,86,19,4,979,605,878,876,59,30,132,3,81,2709,1687,1022,185,94,91,18,14,4,955,617,338,667,969,968,613,355,59,30,130,3,79,2576,1620,956,178,88,90,18,14,4,871,531,340,564,754,754,480,274,59,30,125,3,77,2374,1508,866,174,89,85,18,14,4,848,522,326,547,662,662,422,240,59,30,128,3,75,2160,1408,752,168,85,83,16,13,3,941,595,346,593,758,727,494,233,59,30,127,3,77,2117,1388,729,178,81,97,16,13,3,760,486,274,713,707,455,252,59,30,128,3,79,2100,1384,716,180,76,104,16,13,3,674,441,233,667,660,428,232,59,30,128,4,103,2551,1839,712,231,104,127,16,11,5,922,685,237,896,894,652,242,96,45,176,4,104,2646,1919,727,239,104,135,22,14,8,862,614,248,991,999,732,267,96,45,182
"합계",양천구,7,309,11581,5518,6063,639,247,41,9,3886,2151,4055,4008,127,88,323,7,309,11500,5427,6073,656,258,39,8,3782,2148,3839,3827,127,88,327,7,309,11297,5277,6020,652,257,41,9,3771,2160,3710,3708,127,88,322,7,307,10771,5017,5754,656,263,41,10,3835,2382,3475,3483,127,88,319,7,302,10403,4845,5558,661,271,41,10,3679,2218,3369,3367,127,88,389,7,297,10074,4721,5353,645,385,260,42,31,11,3577,1661,1916,2047,3362,3329,1568,1761,127,90,386,7,287,9247,4274,4973,609,363,246,41,31,10,3401,1596,1805,1891,2711,2711,1216,1495,106,90,378,7,280,8165,3747,4418,602,347,255,40,31,9,3292,1527,1765,1870,2343,2350,1059,1291,106,90,373,7,273,7295,3302,3993,583,324,259,37,28,9,3175,1502,1673,1810,2405,2401,1074,1327,106,90,362,7,270,6979,3249,3730,570,309,261,38,29,9,2578,1157,1421,2319,2316,1104,1212,106,90,365,7,267,6893,3225,3668,573,284,289,39,29,10,2268,1052,1216,2213,2209,1059,1150,106,90,359,8,284,7354,3488,3866,609,298,311,44,28,16,2610,1197,1413,2488,2474,1157,1317,116,101,392,8,281,7510,3544,3966,612,287,325,45,30,15,2520,1197,1323,2759,2746,1281,1465,116,101,391
"합계",강서구,10,365,13217,8082,5135,766,235,60,19,4758,2734,4599,4536,165,112,367,11,382,13472,8408,5064,810,259,64,19,4312,2625,4664,4516,176,127,377,11,382,13038,8113,4925,819,278,59,17,4510,2865,4452,4322,178,132,367,11,381,12513,7832,4681,811,269,61,18,4372,2695,4078,4062,178,134,383,11,374,11896,7400,4496,797,270,60,16,4262,2561,3828,3787,179,141,570,11,366,11418,7115,4303,775,507,268,63,46,17,4153,2553,1600,2557,3769,3779,2347,1432,171,141,561,11,356,10811,6711,4100,768,491,277,60,42,18,3929,2450,1479,2304,3411,3394,2065,1329,171,141,547,11,349,9939,6167,3772,743,469,274,62,42,20,3679,2303,1376,2295,2902,2895,1787,1108,171,148,543,11,342,9140,5595,3545,721,450,271,62,42,20,3658,2291,1367,2139,3006,2981,1805,1176,171,148,538,11,353,8648,5341,3307,714,429,285,63,43,20,3300,2024,1276,2894,2862,1786,1076,171,148,531,11,333,8300,5148,3152,710,413,297,63,43,20,2840,1773,1067,2727,2509,1575,934,167,148,524,11,330,7908,4975,2933,704,389,315,63,42,21,2923,1776,1147,2692,2643,1656,987,167,148,520,11,327,7858,4932,2926,697,368,329,68,46,22,2779,1742,1037,2924,2874,1783,1091,167,150,517
"합계",구로구,1,24,840,-,840,52,25,4,2,252,174,320,317,2,8,24,1,24,919,-,919,55,28,5,2,251,185,320,325,21,8,24,1,24,926,-,926,52,26,5,2,273,202,296,293,18,10,24,1,24,822,-,822,51,25,5,2,323,227,228,228,18,10,24,1,24,715,-,715,51,23,5,2,304,229,208,208,18,10,36,2,48,1313,698,615,100,67,33,10,6,4,516,228,288,340,499,495,293,202,60,29,82,2,50,1306,787,519,103,67,36,11,7,4,408,202,206,241,417,412,274,138,60,29,82,2,51,1237,799,438,107,72,35,11,8,3,414,218,196,270,363,362,222,140,60,29,83,2,51,1137,738,399,107,71,36,11,8,3,480,297,183,308,390,377,221,156,60,29,80,2,50,1147,711,436,108,67,41,11,9,2,392,279,113,392,392,243,149,60,29,80,2,49,1143,706,437,108,64,44,11,8,3,359,230,129,376,371,238,133,60,29,77,2,48,1166,708,458,107,62,45,11,8,3,389,232,157,441,432,247,185,60,29,79,2,48,1230,732,498,103,58,45,11,8,3,375,226,149,450,450,256,194,60,29,79
"합계",금천구,2,87,2883,1578,1305,180,87,11,2,981,688,1027,1032,78,35,87,2,87,2867,1581,1286,190,100,12,2,927,640,909,914,78,35,87,2,87,2928,1540,1388,191,105,12,3,904,630,974,964,78,35,87,2,85,2773,1504,1269,185,100,12,2,1027,823,922,907,78,35,87,2,81,2580,1399,1181,184,102,11,2,910,800,755,733,78,35,106,2,77,2320,1294,1026,175,78,97,10,7,3,945,479,466,704,739,716,388,328,78,35,101,2,73,2024,1120,904,163,72,91,11,5,6,889,524,365,724,614,608,342,266,78,35,98,2,71,1834,1049,785,156,67,89,12,6,6,708,386,322,521,532,534,314,220,78,33,99,2,68,1606,942,664,150,60,90,12,7,5,687,385,302,530,508,486,283,203,78,33,103,2,66,1469,861,608,151,58,93,11,6,5,593,342,251,505,485,270,215,78,33,98,2,65,1398,813,585,145,58,87,12,7,5,520,312,208,457,461,268,193,78,34,93,2,64,1431,824,607,143,55,88,12,6,6,458,274,184,513,506,297,209,78,34,90,2,64,1476,854,622,145,55,90,13,7,6,463,261,202,540,525,293,232,77,34,93
"합계",영등포구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,21,516,516,-,46,26,20,4,4,-,229,229,-,243,239,239,-,17,13,34
"합계",동작구,2,72,2766,1550,1216,154,67,15,3,923,547,866,881,108,31,80,2,72,2752,1532,1220,158,69,15,3,908,551,880,900,108,38,80,2,72,2669,1495,1174,161,69,15,3,955,581,858,870,108,38,80,2,71,2649,1506,1143,156,64,15,3,887,551,868,876,108,38,80,2,71,2579,1477,1102,156,64,15,3,899,585,803,810,108,38,108,2,71,2525,1435,1090,153,83,70,15,12,3,857,491,366,529,815,823,457,366,108,38,107,2,69,2327,1322,1005,159,84,75,15,11,4,883,511,372,528,665,669,371,298,108,38,107,2,66,2125,1186,939,153,77,76,15,11,4,799,456,343,530,609,611,329,282,108,38,107,2,63,1887,1050,837,137,73,64,15,11,4,827,470,357,471,621,613,348,265,108,38,106,3,87,2337,1552,785,185,110,75,18,14,4,888,598,290,809,798,543,255,142,53,145,3,85,2362,1597,765,194,111,83,18,14,4,761,500,261,776,760,521,239,142,53,145,3,87,2337,1608,729,193,104,89,18,14,4,765,505,260,784,783,539,244,142,53,145,3,87,2341,1652,689,186,99,87,22,17,5,817,560,257,863,856,615,241,142,53,144
"합계",관악구,6,180,6060,3578,2482,380,116,42,8,2140,1296,2107,2086,192,72,197,6,181,5962,3377,2585,388,123,43,9,1955,1250,1948,1871,206,73,203,6,180,5900,3208,2692,387,129,43,7,2008,1351,1942,1927,197,71,185,6,177,5529,2958,2571,386,130,40,7,2058,1362,1800,1714,197,75,189,6,173,5189,2757,2432,384,133,40,9,1858,1305,1589,1563,197,75,268,7,193,5387,2625,2762,423,270,153,44,34,10,2098,997,1101,1403,1806,1754,882,872,227,86,299,7,184,4977,2414,2563,411,260,151,45,34,11,1921,919,1002,1355,1574,1568,735,833,227,86,293,7,178,4659,2233,2426,389,245,144,45,33,12,1683,800,883,1224,1441,1400,628,772,227,86,283,7,173,4273,1995,2278,389,233,156,42,29,13,1703,863,840,1136,1436,1398,643,755,227,87,279,7,169,4047,1876,2171,382,217,165,40,26,14,1514,717,797,1343,1327,611,716,227,87,282,7,165,3920,1826,2094,377,193,184,38,25,13,1364,627,737,1270,1249,578,671,227,88,282,7,162,3851,1792,2059,374,187,187,40,27,13,1356,635,721,1370,1346,627,719,227,88,283,7,161,3997,1863,2134,362,173,189,48,33,15,1270,583,687,1495,1483,674,809,227,86,282
"합계",서초구,3,126,4905,1762,3143,261,102,19,2,1482,809,1682,1680,108,38,128,3,125,4879,1757,3122,259,101,19,2,1607,886,1607,1606,99,38,125,3,125,4741,1673,3068,268,111,19,2,1618,889,1556,1525,99,45,125,3,124,4685,1631,3054,267,117,19,2,1641,945,1569,1569,99,46,134,3,124,4509,1558,2951,268,123,19,2,1586,940,1443,1423,99,46,170,3,125,4454,1533,2921,263,139,124,19,17,2,1527,518,1009,863,1507,1469,500,969,99,46,169,3,123,4079,1453,2626,260,139,121,19,17,2,1549,522,1027,860,1243,1236,449,787,99,46,170,3,122,3571,1305,2266,261,135,126,19,16,3,1393,495,898,771,994,987,390,597,99,47,173,3,120,3174,1212,1962,265,139,126,19,16,3,1394,478,916,853,1068,1062,400,662,99,47,173,3,119,3018,1156,1862,264,141,123,18,15,3,1157,418,739,1050,1050,388,662,99,47,172,3,118,2994,1151,1843,254,125,129,18,15,3,925,367,558,965,948,372,576,99,51,171,3,117,2880,1115,1765,256,123,133,19,14,5,1010,388,622,1014,1001,385,616,99,51,175,3,116,2916,1167,1749,253,117,136,21,15,6,980,369,611,1122,1074,428,646,99,51,173
"합계",강남구,8,307,12283,6309,5974,638,254,44,15,4000,1965,4057,3990,261,130,316,8,306,12141,6284,5857,634,262,47,14,4140,2069,4006,4007,261,130,317,8,304,11807,6006,5801,639,270,47,15,4190,2229,3820,3866,261,130,317,8,303,11791,5926,5865,643,266,47,14,3954,2104,3873,3887,261,131,311,8,302,11542,5715,5827,636,283,47,15,4064,2136,3685,3705,245,131,453,8,302,11400,5653,5747,630,345,285,47,32,15,3905,1919,1986,1962,3746,3750,1853,1897,245,131,455,9,324,10706,5049,5657,691,371,320,53,35,18,4259,1972,2287,2113,2990,3008,1392,1616,262,162,504,9,320,9280,4314,4966,678,357,321,54,37,17,3928,1844,2084,1981,2635,2572,1145,1427,262,162,502,9,319,8262,3829,4433,678,352,326,52,35,17,3729,1791,1938,1744,2795,2771,1321,1450,262,162,503,9,315,8018,3778,4240,676,335,341,51,35,16,2961,1370,1591,2745,2733,1338,1395,262,162,501,9,311,7983,3839,4144,668,319,349,51,35,16,2494,1109,1385,2544,2509,1204,1305,262,162,495,9,308,7792,3724,4068,671,326,345,50,34,16,2729,1318,1411,2625,2625,1228,1397,262,162,483,9,307,7931,3770,4161,668,312,356,55,35,20,2722,1328,1394,2912,2937,1421,1516,262,161,482
"합계",송파구,6,263,9585,3956,5629,523,195,37,7,3456,1933,3064,3087,160,110,266,6,257,9328,3781,5547,519,195,36,6,3343,1899,3086,3073,160,115,285,6,254,9072,3744,5328,511,185,35,8,3120,1836,2896,2890,161,116,277,6,246,8610,3534,5076,509,192,37,9,3112,1868,2678,2668,161,113,276,6,239,8117,3401,4716,505,202,37,9,3020,1801,2568,2560,161,116,361,6,233,7860,3286,4574,491,285,206,38,27,11,2887,1243,1644,1721,2602,2587,1092,1495,161,116,359,6,227,7239,3012,4227,480,274,206,38,26,12,2669,1101,1568,1638,2097,2088,852,1236,161,116,357,6,221,6477,2695,3782,469,258,211,38,26,12,2537,1052,1485,1475,1842,1828,750,1078,161,116,357,6,215,5811,2373,3438,459,246,213,35,24,11,2539,1077,1462,1504,1931,1921,765,1156,161,116,357,6,214,5547,2263,3284,468,246,222,36,26,10,2056,838,1218,1876,1867,742,1125,161,116,357,6,213,5463,2230,3233,451,234,217,36,27,9,1757,736,1021,1706,1681,681,1000,161,115,357,6,213,5139,2073,3066,454,235,219,36,27,9,1906,778,1128,1671,1648,652,996,161,117,357,6,209,5099,2045,3054,444,214,230,36,23,13,1832,739,1093,1920,1891,735,1156,161,118,354
"합계",강동구,5,223,8102,4995,3107,473,149,28,8,2889,1689,2561,2563,93,60,227,5,222,7820,4902,2918,471,148,30,10,2707,1576,2476,2483,93,62,227,6,232,7693,4624,3069,500,167,35,10,2955,1745,2558,2541,118,76,243,6,230,7422,4409,3013,497,171,35,10,2713,1604,2519,2507,118,76,258,6,233,7304,4309,2995,507,192,35,10,2392,1549,2310,2302,118,76,336,6,231,7264,4257,3007,496,306,190,35,24,11,2487,1493,994,1555,2484,2465,1429,1036,118,76,334,6,222,6689,3925,2764,469,288,181,34,25,9,2478,1432,1046,1592,1972,1922,1141,781,118,76,328,6,214,6052,3584,2468,460,278,182,34,26,8,2275,1343,932,1498,1746,1669,1018,651,118,76,322,6,208,5327,3197,2130,452,266,186,34,24,10,2427,1401,1026,1477,1713,1716,1020,696,118,76,315,6,205,5146,3061,2085,446,252,194,33,23,10,1922,1146,776,1703,1704,999,705,113,76,311,6,202,5056,2948,2108,436,227,209,33,23,10,1658,1011,647,1635,1614,938,676,113,75,303,6,200,5022,2932,2090,434,216,218,34,24,10,1715,1007,708,1724,1719,1010,709,113,75,302,6,199,5268,3156,2112,427,199,228,39,26,13,1664,970,694,1963,1943,1208,735,113,75,302
